,Review,Rating
4563,room,4
4564,stay,3
4565,romantic,5
4566,highly,5
4567,great,1
4568,c,2
4569,serv,4
4570,stay,4
4571,majestic,4
4572,disappointment,2
4573,visit,4
4574,advertising,1
4575,hotel,5
4576,watching,5
4577,st,5
4578,mug,4
4579,excellent,4
4580,ideal,5
4581,location,2
4582,ye,5
4583,london,3
4584,stay,4
4585,world,5
4586,city,4
4587,holiday,5
4588,barcel,5
4589,unwind,5
4590,norway,1
4591,unsatisfactory,2
4592,far,2
4593,mim,4
4594,braviss,5
4595,hotel,5
4596,fantastic,5
4597,stay,4
4598,ritz,2
4599,ritz,1
4600,highly,4
4601,trip,5
4602,recommend,4
4603,recommend,5
4604,return,5
4605,derby,5
4606,nearby,4
4607,oct,4
4608,hotel,1
4609,hotel,4
4610,occasion,5
4611,agre,4
4612,disappointing,2
4613,day,4
4614,rat,5
4615,april,5
4616,off,1
4617,art,5
4618,dissappointed,5
4619,serv,4
4620,location,5
4621,stay,5
4622,beach,5
4623,beach,5
4624,worth,5
4625,art,5
4626,attractiom,3
4627,way,5
4628,good,5
4629,loiv,5
4630,barcel,5
4631,regent,5
4632,tranquility,4
4633,zealand,5
4634,fog,5
4635,stay,4
4636,squ,5
4637,weekend,1
4638,restaurant,5
4639,eur,2
4640,hotel,4
4641,thing,2
4642,breathtaking,5
4643,tea,5
4644,away,5
4645,highly,5
4646,st,4
4647,plac,5
4648,cours,5
4649,stay,5
4650,museum,5
4651,properly,5
4652,barcel,5
4653,barc,4
4654,fantastic,4
4655,overhaul,1
4656,highly,5
4657,day,4
4658,hotel,5
4659,city,4
4660,breakfast,4
4661,hotel,3
4662,barcel,5
4663,refurbishment,1
4664,location,4
4665,english,4
4666,accessibility,3
4667,room,2
4668,colon,5
4669,breething,5
4670,dark,4
4671,averag,3
4672,recommend,4
4673,experienc,2
4674,nic,2
4675,barcel,4
4676,room,3
4677,city,4
4678,hotel,5
4679,hotel,4
4680,stay,2
4681,day,1
4682,stay,5
4683,plac,3
4684,hotel,5
4685,stay,4
4686,packag,5
4687,confirmatiom,4
4688,unpleasant,2
4689,stay,3
4690,croc,5
4691,room,4
4692,recommended,5
4693,hotel,2
4694,stay,5
4695,hotel,5
4696,arrang,5
4697,possibl,1
4698,thrilled,3
4699,lot,5
4700,colourful,5
4701,westin,3
4702,market,5
4703,sleep,4
4704,night,4
4705,reasonabl,2
4706,location,4
4707,pric,2
4708,location,5
4709,away,5
4710,off,5
4711,distanc,4
4712,plac,4
4713,stay,1
4714,ouch,3
4715,bargain,4
4716,berlin,3
4717,nearby,4
4718,tim,5
4719,maintained,5
4720,information,4
4721,location,2
4722,berlin,5
4723,berlin,5
4724,renovating,3
4725,hotel,4
4726,heartbeat,4
4727,tim,4
4728,visit,4
4729,berlin,5
4730,eye,5
4731,day,5
4732,august,4
4733,city,4
4734,bothered,3
4735,choic,5
4736,money,5
4737,drink,5
4738,hotel,5
4739,standardrecommended,5
4740,addres,3
4741,restaurant,3
4742,juli,4
4743,hotel,5
4744,pric,4
4745,stay,5
4746,returning,2
4747,night,1
4748,london,5
4749,money,5
4750,doubt,5
4751,ye,5
4752,hotel,5
4753,staff,5
4754,visit,5
4755,book,5
4756,use,4
4757,recommend,5
4758,hand,5
4759,trip,5
4760,weekend,5
4761,location,5
4762,recommend,5
4763,definitely,4
4764,satisfied,5
4765,stay,2
4766,hotel,4
4767,hotel,5
4768,london,5
4769,hotel,5
4770,staying,4
4771,heat,4
4772,hotel,5
4773,sham,3
4774,return,4
4775,london,4
4776,againd,5
4777,oct,5
4778,comfortabl,4
4779,food,3
4780,roomsnetcom,4
4781,hotel,4
4782,hotel,3
4783,bridg,5
4784,recommended,5
4785,trip,5
4786,hotel,5
4787,complaint,5
4788,usa,5
4789,hotel,5
4790,lat,4
4791,stay,4
4792,minut,5
4793,help,4
4794,loved,5
4795,returning,5
4796,eye,5
4797,vacanci,5
4798,stay,5
4799,futur,5
4800,rat,5
4801,priority,5
4802,recommend,5
4803,helpful,4
4804,hotel,5
4805,location,4
4806,level,2
4807,hotel,5
4808,street,4
4809,road,5
4810,money,5
4811,think,5
4812,colleag,4
4813,excellent,4
4814,london,5
4815,summ,5
4816,stay,4
4817,luck,3
4818,fre,5
4819,hotel,4
4820,flck,5
4821,location,5
4822,returning,5
4823,hesitation,5
4824,hotel,5
4825,real,5
4826,ye,5
4827,good,5
4828,winn,5
4829,trip,5
4830,day,4
4831,walking,5
4832,travel,4
4833,stay,5
4834,hom,5
4835,saf,3
4836,stay,5
4837,look,5
4838,travell,5
4839,uk,5
4840,wisconsin,5
4841,extr,5
4842,overall,5
4843,hotel,5
4844,pleasur,5
4845,hotel,5
4846,win,5
4847,mayfa,5
4848,rating,5
4849,hotel,5
4850,hugh,5
4851,hotel,5
4852,agre,2
4853,recommend,5
4854,recommend,5
4855,stay,4
4856,hesitation,5
4857,review,4
4858,hom,5
4859,chesterfield,2
4860,stay,1
4861,crypt,5
4862,londonenjoy,5
4863,bargain,5
4864,staff,5
4865,parkcity,5
4866,bathroom,4
4867,stay,5
4868,bett,5
4869,recommending,4
4870,stay,5
4871,return,5
4872,xx,5
4873,action,4
4874,royalty,5
4875,night,5
4876,definitely,5
4877,pricy,5
4878,street,5
4879,caf,5
4880,stay,5
4881,insign,5
4882,recommend,5
4883,staying,5
4884,location,5
4885,location,5
4886,morning,4
4887,paril,4
4888,recommend,5
4889,sanjay,5
4890,asset,5
4891,paril,4
4892,hom,3
4893,return,4
4894,claustrophobic,4
4895,room,4
4896,paril,5
4897,paril,5
4898,serv,5
4899,trip,5
4900,day,3
4901,facelift,2
4902,stay,5
4903,hotel,5
4904,recommended,5
4905,averag,4
4906,quiet,4
4907,room,5
4908,highly,5
4909,ask,5
4910,morning,5
4911,accomodating,5
4912,welcoming,5
4913,paril,5
4914,rer,5
4915,visit,5
4916,detail,4
4917,daubussonkat,4
4918,wonderful,4
4919,enjoy,5
4920,friend,5
4921,daubusson,1
4922,meal,4
4923,hotel,4
4924,win,5
4925,quick,4
4926,experienc,3
4927,city,1
4928,room,3
4929,foot,5
4930,hotel,4
4931,district,5
4932,travell,4
4933,stay,4
4934,doubt,5
4935,fun,5
4936,stay,3
4937,centr,5
4938,return,5
4939,serv,5
4940,bad,4
4941,tim,5
4942,arn,5
4943,florenc,4
4944,arn,5
4945,offered,2
4946,nt,3
4947,florenc,5
4948,great,4
4949,stay,5
4950,recommended,5
4951,trip,5
4952,hotel,4
4953,great,5
4954,hotel,5
4955,minut,4
4956,hotel,5
4957,worth,5
4958,ta,4
4959,hotel,5
4960,spot,4
4961,carolyn,5
4962,trip,4
4963,away,4
4964,st,4
4965,friend,5
4966,return,5
4967,florenc,5
4968,excelsi,5
4969,concierg,5
4970,wait,5
4971,world,5
4972,florenc,5
4973,stay,4
4974,plac,2
4975,win,4
4976,location,4
4977,hotel,4
4978,com,1
4979,unsaf,4
4980,bar,4
4981,room,2
4982,efficiently,5
4983,hotel,2
4984,hotel,3
4985,hug,4
4986,children,5
4987,bett,4
4988,attractiom,3
4989,return,2
4990,recommend,4
4991,florenc,5
4992,need,4
4993,stay,5
4994,maxim,4
4995,thing,4
4996,stay,4
4997,helpful,4
4998,florenc,5
4999,parenteau,4
5000,lifteleva,5
5001,florenc,5
5002,lombard,4
5003,recommend,2
5004,recommend,5
5005,return,5
5006,amazing,5
5007,family,5
5008,serv,4
5009,stay,5
5010,florenc,5
5011,hotel,5
5012,day,4
5013,right,5
5014,serv,5
5015,stay,5
5016,travel,5
5017,casc,4
5018,comfortabl,4
5019,minut,4
5020,hotel,5
5021,stay,5
5022,ide,5
5023,stay,4
5024,helpful,5
5025,mill,5
5026,nois,4
5027,memb,5
5028,casc,4
5029,hotel,4
5030,pric,4
5031,corn,5
5032,casc,4
5033,happi,5
5034,heartbeat,5
5035,hand,5
5036,florenc,5
5037,hotel,5
5038,stay,4
5039,vineg,3
5040,italy,5
5041,second,5
5042,reservatiom,5
5043,peopl,5
5044,goodi,5
5045,town,5
5046,florenc,5
5047,florenc,5
5048,recommed,4
5049,immaculat,5
5050,casc,5
5051,jefford,5
5052,florenc,5
5053,travel,4
5054,stay,5
5055,welcom,4
5056,staying,2
5057,florenc,4
5058,use,5
5059,chiant,4
5060,help,5
5061,thank,4
5062,florenc,5
5063,disappointed,5
5064,review,5
5065,hom,4
5066,email,5
5067,arriv,1
5068,plac,5
5069,florenc,5
5070,br,4
5071,day,4
5072,great,5
5073,breakfast,3
5074,art,5
5075,unbeatabl,2
5076,eleva,1
5077,facelift,2
5078,serv,5
5079,stay,3
5080,excelsi,2
5081,experienc,4
5082,florenc,5
5083,br,5
5084,return,5
5085,way,5
5086,hesitation,5
5087,larg,4
5088,plac,4
5089,florenc,5
5090,pric,5
5091,parking,4
5092,filosoof,5
5093,scotland,4
5094,deal,5
5095,choic,4
5096,aviatic,5
5097,hotel,4
5098,germain,4
5099,bu,4
5100,stay,5
5101,approved,4
5102,optiom,3
5103,germaineg,1
5104,inferi,5
5105,considering,3
5106,sunday,5
5107,search,5
5108,hurry,3
5109,nois,4
5110,stay,5
5111,hotel,5
5112,comfortabl,4
5113,stay,4
5114,averag,3
5115,brun,5
5116,stay,1
5117,friend,4
5118,ye,5
5119,paril,5
5120,sleep,5
5121,paril,4
5122,bathroom,5
5123,try,5
5124,ticket,4
5125,stay,5
5126,stay,5
5127,recommend,5
5128,lik,5
5129,going,5
5130,stay,5
5131,futur,5
5132,stay,5
5133,perfect,5
5134,paril,5
5135,stay,5
5136,wholeheartedly,5
5137,neighborhood,1
5138,work,5
5139,enjoy,5
5140,city,5
5141,pricy,2
5142,hotel,5
5143,thumb,4
5144,paril,5
5145,memb,1
5146,stay,5
5147,paril,5
5148,hotmail,5
5149,right,3
5150,hom,5
5151,paril,4
5152,paril,4
5153,station,4
5154,recommend,5
5155,apology,1
5156,stay,5
5157,siz,3
5158,stay,4
5159,stay,5
5160,paril,5
5161,buffet,5
5162,welcom,5
5163,wait,5
5164,food,5
5165,paril,4
5166,away,5
5167,doorstep,5
5168,room,4
5169,websit,4
5170,hotel,5
5171,enjoy,4
5172,choic,5
5173,hotel,5
5174,holiday,5
5175,great,5
5176,friend,5
5177,stay,5
5178,visit,4
5179,stay,5
5180,tx,5
5181,showing,5
5182,europ,5
5183,way,1
5184,amistad,5
5185,pric,1
5186,residenc,1
5187,sur,5
5188,soon,4
5189,sur,5
5190,everybody,5
5191,wayit`,5
5192,point,5
5193,coupl,1
5194,sit,1
5195,sit,1
5196,tom,5
5197,tulip,4
5198,david,5
5199,tulip,5
5200,soon,5
5201,guy,5
5202,reccomended,5
5203,market,5
5204,hotel,5
5205,far,4
5206,expectatiom,5
5207,staff,5
5208,room,4
5209,choic,4
5210,english,2
5211,paril,4
5212,paril,4
5213,paril,5
5214,recommend,5
5215,difficulti,4
5216,quaint,4
5217,nearby,4
5218,stay,5
5219,memb,5
5220,friend,5
5221,sucked,3
5222,enough,5
5223,room,4
5224,worked,4
5225,scotland,4
5226,stay,5
5227,jazz,2
5228,ask,5
5229,meal,4
5230,recommend,5
5231,city,5
5232,lhorset,5
5233,nt,2
5234,looking,5
5235,stay,5
5236,winning,3
5237,off,2
5238,pric,5
5239,recommended,5
5240,recommend,5
5241,recommend,2
5242,peopl,5
5243,pric,5
5244,stay,5
5245,hotel,4
5246,berlin,4
5247,hotel,5
5248,berlin,5
5249,frankfurt,5
5250,com,5
5251,reccomend,5
5252,explor,4
5253,stay,3
5254,overall,5
5255,stay,4
5256,lightly,5
5257,half,4
5258,visit,5
5259,seeing,4
5260,st,3
5261,nothing,2
5262,outstanding,5
5263,hotel,4
5264,recommended,5
5265,brand,4
5266,location,3
5267,marriott,4
5268,overpriced,4
5269,sleep,2
5270,recommend,5
5271,averag,1
5272,location,4
5273,hom,4
5274,frankfurt,5
5275,hard,4
5276,bar,4
5277,reccommend,5
5278,europ,4
5279,hotel,5
5280,visit,3
5281,choic,4
5282,mess,5
5283,staff,2
5284,stay,5
5285,hotel,2
5286,hotel,4
5287,good,4
5288,budget,4
5289,plac,4
5290,hotel,4
5291,airport,5
5292,plu,5
5293,hotel,3
5294,berlin,4
5295,stay,4
5296,berlin,4
5297,acces,4
5298,policy,2
5299,tim,5
5300,book,2
5301,strab,4
5302,berlin,4
5303,pickup,3
5304,stay,4
5305,concierg,3
5306,hotel,1
5307,thing,5
5308,stay,3
5309,city,5
5310,checkout,4
5311,lodging,4
5312,buffet,4
5313,city,5
5314,hotel,5
5315,fit,4
5316,possibility,5
5317,intercont,5
5318,recommended,5
5319,nic,5
5320,somewheregreat,4
5321,staying,4
5322,kadew,5
5323,yahoocouk,5
5324,lucky,3
5325,priced,5
5326,berlin,5
5327,websit,1
5328,do,3
5329,except,3
5330,station,4
5331,money,4
5332,smiling,4
5333,break,3
5334,review,4
5335,ok,3
5336,berlin,4
5337,staying,5
5338,hotel,4
5339,trip,4
5340,fabul,5
5341,flo,5
5342,stay,5
5343,beat,5
5344,relax,4
5345,chanc,4
5346,money,4
5347,pric,1
5348,stay,5
5349,hotel,4
5350,looking,4
5351,suggest,1
5352,standard,2
5353,berlin,3
5354,steigenberg,4
5355,steigenberg,5
5356,city,4
5357,stay,4
5358,bonu,4
5359,hotel,2
5360,hotel,5
5361,money,5
5362,ask,5
5363,enjoy,3
5364,sur,4
5365,delusiom,3
5366,experienc,5
5367,great,3
5368,statu,2
5369,perfect,5
5370,germany,4
5371,outsid,1
5372,traim,4
5373,eur,1
5374,stay,5
5375,insulated,4
5376,travel,4
5377,charg,2
5378,instead,2
5379,bonu,4
5380,ia,4
5381,stay,5
5382,unfriendly,3
5383,hotel,5
5384,thing,4
5385,stay,5
5386,helpful,5
5387,stay,5
5388,town,4
5389,expensiv,4
5390,explor,5
5391,return,5
5392,berlin,5
5393,recommended,5
5394,welcoming,4
5395,berlin,5
5396,hotel,5
5397,hotel,5
5398,distanc,4
5399,breakfast,5
5400,hotel,2
5401,berlin,5
5402,disappointed,1
5403,stay,5
5404,island,4
5405,anytim,4
5406,recommend,4
5407,breakfast,4
5408,beautiful,3
5409,comfort,4
5410,arn,5
5411,returning,5
5412,certainly,5
5413,good,4
5414,disappointed,4
5415,definately,5
5416,st,4
5417,appetizing,2
5418,hotel,5
5419,that,1
5420,location,3
5421,recommend,4
5422,tim,5
5423,enjoy,5
5424,lat,5
5425,jan,5
5426,return,5
5427,permited,4
5428,report,4
5429,night,4
5430,stay,5
5431,californ,5
5432,cia,5
5433,got,4
5434,italy,5
5435,walk,5
5436,experienc,4
5437,noisy,1
5438,sunset,4
5439,hotel,1
5440,email,2
5441,florenc,5
5442,forev,4
5443,florenc,3
5444,need,3
5445,city,5
5446,bad,3
5447,said,1
5448,careful,3
5449,satisfied,5
5450,enjoyed,5
5451,short,4
5452,location,3
5453,bett,3
5454,great,3
5455,city,4
5456,hotel,5
5457,nic,4
5458,station,1
5459,plac,3
5460,location,1
5461,nt,2
5462,hotel,5
5463,hotel,4
5464,room,5
5465,plenty,4
5466,florenc,4
5467,except,1
5468,believed,3
5469,correspondenc,1
5470,tow,5
5471,nightm,5
5472,hotel,5
5473,head,2
5474,stay,4
5475,florenc,4
5476,enjoy,4
5477,stay,1
5478,definitely,5
5479,peopl,2
5480,far,4
5481,hotel,4
5482,pric,4
5483,stay,4
5484,filling,5
5485,trip,5
5486,efficient,3
5487,lunch,4
5488,stay,5
5489,recommend,5
5490,wait,4
5491,penny,5
5492,advocat,3
5493,recommended,5
5494,florenc,5
5495,belt,5
5496,wonderful,5
5497,bonu,4
5498,wait,5
5499,hotel,4
5500,experienc,5
5501,stay,2
5502,hotel,5
5503,disappointment,1
5504,probl,3
5505,realistically,1
5506,recommended,4
5507,minut,1
5508,smil,5
5509,hotel,1
5510,eur,2
5511,cell,1
5512,booked,1
5513,ask,4
5514,florenc,3
5515,definitely,4
5516,hated,1
5517,mosquit,4
5518,recommend,5
5519,bas,5
5520,com,5
5521,month,5
5522,thing,3
5523,bett,3
5524,travel,5
5525,alb,4
5526,fault,5
5527,hotel,4
5528,clean,5
5529,gobb,3
5530,return,4
5531,hedg,4
5532,peeling,3
5533,stay,5
5534,visit,1
5535,florenc,4
5536,hotel,5
5537,stay,1
5538,hotel,2
5539,hotel,5
5540,shopping,4
5541,bett,5
5542,friend,4
5543,think,4
5544,balestr,4
5545,bett,2
5546,florenc,3
5547,expectatiom,5
5548,queu,4
5549,pillow,5
5550,chril,2
5551,berchiell,5
5552,serv,5
5553,breakfast,4
5554,miracl,4
5555,artv,3
5556,florenc,4
5557,ask,4
5558,located,5
5559,suit,5
5560,hotel,5
5561,hotel,5
5562,stay,5
5563,said,4
5564,recommendedcj,5
5565,florenc,5
5566,stay,5
5567,recommend,5
5568,rat,5
5569,austral,5
5570,location,4
5571,enjoyed,5
5572,hesitation,5
5573,uffiz,5
5574,florenc,5
5575,bus,5
5576,sleep,4
5577,gard,5
5578,bye,5
5579,prest,5
5580,stay,5
5581,ne,5
5582,stay,4
5583,hotel,5
5584,visit,4
5585,hotel,1
5586,hotel,4
5587,pref,3
5588,pendin,4
5589,stay,4
5590,ca,5
5591,tired,3
5592,stay,4
5593,returning,5
5594,experienced,5
5595,evening,4
5596,heartbeat,4
5597,regret,5
5598,hotel,2
5599,ebay,5
5600,group,2
5601,fre,3
5602,probl,3
5603,comfortabl,4
5604,cent,3
5605,summ,4
5606,stay,3
5607,stay,5
5608,pleasant,4
5609,hotel,4
5610,summ,4
5611,room,2
5612,stay,4
5613,wanted,3
5614,choic,5
5615,florenc,5
5616,nightour,1
5617,plac,5
5618,stay,4
5619,breakfast,3
5620,ide,3
5621,hotel,4
5622,extr,4
5623,serv,5
5624,shap,5
5625,staying,5
5626,return,3
5627,mariann,3
5628,staying,3
5629,st,4
5630,happy,5
5631,bett,4
5632,noisy,3
5633,high,4
5634,stay,2
5635,hotel,1
5636,requ,4
5637,stay,4
5638,stop,5
5639,stay,5
5640,barcel,5
5641,ripoff,2
5642,hotel,5
5643,distanc,3
5644,stay,4
5645,glad,4
5646,way,2
5647,review,1
5648,city,4
5649,hotel,4
5650,recommended,2
5651,jama,3
5652,opulant,4
5653,good,4
5654,amazing,3
5655,bearing,4
5656,opportunity,4
5657,february,5
5658,st,3
5659,stay,4
5660,camp,3
5661,rat,4
5662,hotel,4
5663,overall,3
5664,need,4
5665,hotel,5
5666,stay,4
5667,location,4
5668,recommend,5
5669,helpful,5
5670,ok,4
5671,flight,5
5672,tough,2
5673,sit,3
5674,staff,3
5675,austral,4
5676,beat,4
5677,menu,4
5678,experienc,4
5679,ranking,5
5680,stay,4
5681,paril,4
5682,pric,4
5683,paril,5
5684,colour,4
5685,hesitation,5
5686,hotel,3
5687,fact,5
5688,street,4
5689,visit,5
5690,ticket,4
5691,paril,4
5692,day,4
5693,paril,4
5694,thank,4
5695,machin,4
5696,futur,5
5697,beat,4
5698,cheap,3
5699,paril,5
5700,staying,5
5701,disappointed,2
5702,fast,5
5703,paril,5
5704,pastri,5
5705,hotel,4
5706,do,4
5707,diminished,4
5708,louvr,5
5709,packag,4
5710,decemb,5
5711,citadin,4
5712,delight,4
5713,futur,4
5714,hotel,5
5715,girlfriend,5
5716,alternativ,3
5717,st,4
5718,hotel,4
5719,recomand,5
5720,eatenjoy,4
5721,cold,2
5722,downtown,2
5723,bett,4
5724,money,4
5725,bargain,4
5726,stay,5
5727,hesitation,5
5728,pric,3
5729,york,4
5730,pay,4
5731,middl,4
5732,york,5
5733,ready,5
5734,avenu,2
5735,quiet,5
5736,stay,5
5737,stay,5
5738,excited,4
5739,review,1
5740,plac,4
5741,open,4
5742,option,3
5743,york,5
5744,rat,4
5745,considered,3
5746,really,5
5747,choos,4
5748,hotel,4
5749,ht,5
5750,stay,5
5751,return,5
5752,expectatiom,3
5753,hotel,4
5754,stay,5
5755,recommended,5
5756,gouging,3
5757,lov,5
5758,boot,5
5759,support,4
5760,stay,5
5761,stay,5
5762,recommended,5
5763,hesitation,5
5764,york,5
5765,seeing,5
5766,brav,4
5767,inconvinienc,4
5768,back,5
5769,liv,5
5770,loved,5
5771,return,4
5772,city,5
5773,tim,5
5774,doubt,5
5775,thanksgiving,5
5776,concern,5
5777,eddi,5
5778,location,4
5779,occasiom,5
5780,luxuri,5
5781,staff,5
5782,hotel,5
5783,appl,5
5784,return,5
5785,michelangel,3
5786,stay,5
5787,location,5
5788,avenu,5
5789,stay,4
5790,bew,4
5791,sofitel,5
5792,comfy,4
5793,york,5
5794,cost,5
5795,recommended,5
5796,list,5
5797,futur,5
5798,expecting,1
5799,stayed,5
5800,set,2
5801,nyc,5
5802,flav,5
5803,stay,4
5804,tim,5
5805,boston,5
5806,soon,5
5807,hotel,4
5808,highly,5
5809,peopl,4
5810,nitpicking,5
5811,town,5
5812,ordering,4
5813,attentiv,4
5814,experienc,5
5815,met,3
5816,shopping,5
5817,nyc,5
5818,enjoy,5
5819,styl,5
5820,stay,5
5821,great,5
5822,uk,5
5823,bett,5
5824,staying,5
5825,disappointed,5
5826,pricey,5
5827,comfort,5
5828,hotel,4
5829,fault,5
5830,match,5
5831,city,5
5832,recommended,5
5833,occasion,5
5834,recommend,5
5835,return,5
5836,follow,5
5837,mind,5
5838,benefit,5
5839,wonderful,5
5840,heartbeat,5
5841,return,5
5842,hotel,4
5843,best,5
5844,amazing,5
5845,staying,5
5846,pleasant,5
5847,location,4
5848,hotel,4
5849,trip,4
5850,hotel,5
5851,sofitel,5
5852,hotel,5
5853,return,5
5854,return,3
5855,location,5
5856,hill,4
5857,nyc,5
5858,californ,5
5859,nyc,4
5860,money,5
5861,park,5
5862,hotel,5
5863,giv,1
5864,returning,3
5865,distanc,5
5866,lov,5
5867,acceptabl,2
5868,cost,5
5869,soon,5
5870,nyc,5
5871,spec,5
5872,excellent,5
5873,hesitation,5
5874,hotel,5
5875,hotel,3
5876,x,5
5877,sorry,5
5878,hotel,5
5879,known,3
5880,asap,5
5881,york,5
5882,return,4
5883,hesitation,5
5884,nyc,5
5885,stay,5
5886,return,5
5887,nic,5
5888,expectation,5
5889,doll,4
5890,hotel,5
5891,account,2
5892,serv,1
5893,hotel,4
5894,room,4
5895,deal,4
5896,nigth,2
5897,budget,4
5898,stori,4
5899,rambl,2
5900,return,4
5901,valu,4
5902,eur,4
5903,restaurant,5
5904,worth,2
5905,cav,4
5906,furnitur,1
5907,nearby,1
5908,chic,2
5909,stay,5
5910,wonderful,5
5911,hotel,3
5912,sit,4
5913,mildew,2
5914,inn,3
5915,tim,1
5916,city,1
5917,overcooked,1
5918,nyc,5
5919,try,5
5920,sor,2
5921,overall,5
5922,skylin,5
5923,quality,5
5924,superb,4
5925,charact,5
5926,return,4
5927,recommend,5
5928,welcoming,4
5929,hotel,5
5930,stay,4
5931,room,2
5932,dining,5
5933,night,2
5934,show,3
5935,book,3
5936,plaz,4
5937,friend,5
5938,disappointed,3
5939,sho,3
5940,dump,1
5941,great,3
5942,whing,5
5943,driv,4
5944,hotel,4
5945,help,5
5946,x,4
5947,phon,4
5948,bett,5
5949,thank,5
5950,stay,4
5951,luxury,5
5952,defintely,4
5953,help,5
5954,stay,5
5955,stay,5
5956,wished,5
5957,nearby,4
5958,corn,5
5959,walkfabul,5
5960,anybody,2
5961,worth,4
5962,neighborhood,4
5963,peopl,2
5964,hug,3
5965,stay,4
5966,disappointed,4
5967,hotel,5
5968,kuhi,5
5969,îè,5
5970,jok,4
5971,family,5
5972,room,5
5973,trip,4
5974,restaurant,4
5975,sur,5
5976,excellent,5
5977,hilton,4
5978,experienc,5
5979,stay,5
5980,staying,4
5981,stop,3
5982,stay,4
5983,stay,4
5984,staff,5
5985,kuhi,4
5986,stay,4
5987,beach,4
5988,nut,4
5989,cas,5
5990,noon,4
5991,thing,4
5992,turn,1
5993,futur,4
5994,worth,5
5995,island,2
5996,hotel,5
5997,valu,4
5998,remodeling,5
5999,return,5
6000,island,3
6001,missing,3
6002,choic,4
6003,stay,4
6004,want,5
6005,hotel,4
6006,sacrificing,4
6007,morning,2
6008,sprinkl,2
6009,hotel,5
6010,cost,4
6011,ilik,2
6012,valu,2
6013,day,4
6014,convenient,5
6015,perfect,5
6016,great,1
6017,medic,5
6018,optiom,4
6019,hotel,3
6020,week,4
6021,can,1
6022,trust,4
6023,resort,4
6024,english,1
6025,vacationing,1
6026,mexic,2
6027,experienc,2
6028,unwanted,1
6029,recommend,4
6030,can,4
6031,should,1
6032,heartbeat,4
6033,vacation,5
6034,paying,2
6035,disguis,1
6036,help,4
6037,great,4
6038,school,4
6039,best,1
6040,hotel,4
6041,memb,1
6042,drink,1
6043,soon,4
6044,dutch,5
6045,recommend,2
6046,terribl,1
6047,plac,4
6048,setting,4
6049,break,3
6050,week,1
6051,can,4
6052,dr,3
6053,enjoyabl,2
6054,properti,5
6055,beach,5
6056,matt,4
6057,resort,1
6058,improved,2
6059,questiom,3
6060,return,3
6061,che,4
6062,property,1
6063,probl,4
6064,tim,4
6065,cash,4
6066,heartbeat,5
6067,return,5
6068,roomsw,2
6069,comcastnet,2
6070,plac,4
6071,questiom,4
6072,holiday,2
6073,jun,2
6074,blast,4
6075,return,1
6076,clean,5
6077,world,1
6078,yahoocom,5
6079,visit,5
6080,help,4
6081,succ,4
6082,enjoy,5
6083,sow,4
6084,great,4
6085,ric,4
6086,suit,2
6087,msncom,5
6088,away,4
6089,suit,4
6090,driving,3
6091,workabl,3
6092,great,4
6093,try,4
6094,worth,5
6095,sur,4
6096,children,5
6097,children,1
6098,youknowwh,4
6099,wetclammy,2
6100,faciliti,1
6101,balcony,3
6102,instead,2
6103,experienc,1
6104,do,1
6105,leak,1
6106,charged,1
6107,hotel,2
6108,town,5
6109,are,4
6110,nic,3
6111,nic,2
6112,stay,4
6113,plac,1
6114,juan,1
6115,location,3
6116,location,3
6117,short,3
6118,marriott,1
6119,win,3
6120,island,5
6121,sunlight,2
6122,precruis,4
6123,vacation,1
6124,stay,4
6125,stay,1
6126,overall,4
6127,lot,4
6128,room,4
6129,aug,4
6130,rag,4
6131,view,5
6132,tasty,3
6133,expect,2
6134,pric,5
6135,town,5
6136,bourbon,4
6137,monday,5
6138,plac,5
6139,spring,5
6140,busines,1
6141,check,3
6142,try,4
6143,stay,3
6144,blast,5
6145,easy,5
6146,sleep,3
6147,hotel,5
6148,figur,1
6149,glad,1
6150,fin,4
6151,hotel,3
6152,honolulu,3
6153,tacky,2
6154,plac,2
6155,motel,2
6156,enjoy,1
6157,aloh,3
6158,located,4
6159,happy,4
6160,return,4
6161,stay,4
6162,plac,3
6163,spec,4
6164,return,5
6165,stay,5
6166,way,4
6167,shor,5
6168,worth,5
6169,return,5
6170,troubl,3
6171,family,5
6172,aweful,1
6173,shor,4
6174,inf,3
6175,hatti,2
6176,yum,5
6177,shor,4
6178,motel,1
6179,flexibl,4
6180,confortabl,2
6181,hotel,1
6182,staff,4
6183,beach,3
6184,austral,5
6185,company,5
6186,hotel,4
6187,lot,4
6188,marriott,5
6189,room,3
6190,convenient,3
6191,anniversary,5
6192,property,4
6193,stay,4
6194,choic,4
6195,jam,3
6196,pric,4
6197,stay,4
6198,stay,4
6199,stay,4
6200,com,4
6201,br,4
6202,stay,1
6203,stay,5
6204,resort,1
6205,location,5
6206,room,3
6207,island,4
6208,hawai,5
6209,hotel,4
6210,room,5
6211,hotel,5
6212,pric,4
6213,hotel,5
6214,friend,2
6215,breakfast,4
6216,staff,4
6217,farth,4
6218,stay,5
6219,marriott,5
6220,plac,4
6221,marriott,5
6222,went,5
6223,stay,1
6224,marriott,4
6225,check,5
6226,ohan,4
6227,beat,4
6228,wav,5
6229,travell,3
6230,activiti,4
6231,onlin,4
6232,good,5
6233,spiegel,4
6234,recommend,4
6235,money,1
6236,neverth,5
6237,beach,4
